id,price
0,6.068
1,8.572
2,9.622
3,7.789
4,8.964
5,8.062
6,7.033
7,7.088
8,6.353
9,6.815
10,9.552
11,7.382
12,8.442
13,8.311
14,6.501
15,7.182
16,7.867
17,6.194
18,9.329
19,9.102
20,6.721
21,8.866
22,9.42
23,6.64
24,9.273
25,7.116
26,7.102
27,9.637
28,7.927
29,8.57
30,7.006
31,8.527
32,8.434
33,6.043
34,9.704
35,8.568
36,9.267
37,7.695
38,9.439
39,9.786
40,9.189
41,8.549
42,7.159
43,8.451
44,7.393
45,6.463
46,6.168
47,9.468
48,8.805
49,8.512
50,7.478
51,7.025
52,7.691
53,7.755
54,7.006
55,6.762
56,9.09
57,9.411
58,6.802
59,7.169
60,7.458
61,8.413
62,6.848
63,7.843
64,8.025
65,7.616
66,9.314
67,7.997
68,7.789
69,8.062
70,9.561
71,6.729
72,6.56
73,7.989
74,6.443
75,6.661
76,6.775
77,9.136
78,6.807
79,7.422
80,8.041
81,6.5
82,8.275
83,6.962
84,8.213
85,6.356
86,7.182
87,7.051
88,8.191
89,8.207
90,6.409
91,8.507
92,7.268
93,6.548
94,9.197
95,8.012
96,6.639999999999999
97,7.978
98,6.759
99,6.23
100,8.809
101,6.565
102,6.809
103,9.372
104,9.369
105,8.401
106,8.181
107,8.097
108,6.562
109,6.477
110,7.582
111,8.724
112,9.759
113,6.261
114,7.473
115,6.33
116,9.118
117,7.646
118,6.884
119,8.52
120,7.451
121,6.405
122,7.897
123,8.354
124,8.457
125,8.017
126,6.168
127,8.657
128,8.789
129,8.444
130,8.324
131,6.759
132,7.95
133,6.314
134,6.8
135,9.405
136,7.928
137,7.614
138,8.208
139,7.431
140,8.505
141,7.467
142,8.642
143,6.974
144,6.611
145,8.692
146,9.719
147,7.048
148,6.840999999999999
149,7.555
150,6.815
151,8.716
152,7.873
153,7.424
154,7.727
155,7.694
156,6.174
157,9.278
158,6.335
159,6.738
160,7.808
161,6.265
162,7.995
163,6.532
164,6.892
165,6.916
166,8.458
167,7.901
168,6.299
169,8.277
170,7.544
171,8.192
172,8.842
173,8.347
174,8.489
175,7.393
176,6.182
177,6.443
178,7.793
179,6.998
180,8.582
181,6.735
182,7.034
183,7.454
184,8.713
185,7.138
186,6.492
187,8.633
188,6.016
189,6.192
190,6.009
191,8.598
192,7.842
193,8.161
194,9.46
195,9.138
196,8.3
197,6.273
198,7.414
199,8.585
200,8.457
201,6.501
202,6.385
203,8.907
204,8.382
205,6.438
206,7.972
207,6.402
208,6.349
209,9.822
210,8.622
211,9.218
212,8.332
213,6.782
214,8.127
215,6.865
216,6.763
217,7.698
218,7.438
219,6.392
220,6.579
221,7.223
222,8.167
223,7.496
224,6.082
225,9.097
226,6.384
227,7.853
228,6.075
229,9.398
230,8.238
231,8.772
232,6.363
233,8.877
234,8.356
235,8.77
236,6.314
237,9.683
238,9.359
239,9.819
240,6.686999999999999
241,6.953
242,7.076
243,7.822
244,9.156
