id,price
0,6.382383763837637
1,8.307858320525364
2,9.285733021077307
3,8.307858320525364
4,8.885802570093475
5,8.698164679342552
6,7.127091428571431
7,6.581241985276653
8,6.581241985276653
9,6.581241985276653
10,8.698164679342552
11,7.331115577889445
12,8.698164679342552
13,8.307858320525364
14,6.581241985276653
15,7.4133324974924735
16,7.588346070656086
17,6.660875150060031
18,8.698164679342552
19,8.307858320525364
20,7.028775362318842
21,9.285733021077307
22,9.285733021077307
23,7.087230158730158
24,9.285733021077307
25,7.4133324974924735
26,7.4133324974924735
27,9.285733021077307
28,8.307858320525364
29,8.307858320525364
30,6.465668246445497
31,8.307858320525364
32,8.307858320525364
33,6.581241985276653
34,9.285733021077307
35,8.698164679342552
36,9.285733021077307
37,7.155939226519337
38,8.659342857142857
39,9.285733021077307
40,8.885802570093475
41,8.698164679342552
42,7.4133324974924735
43,8.698164679342552
44,7.4133324974924735
45,6.5107352245862975
46,6.32789175257732
47,9.285733021077307
48,8.698164679342552
49,8.410877813504822
50,7.4133324974924735
51,6.581241985276653
52,7.588346070656086
53,8.307858320525364
54,6.581241985276653
55,6.660875150060031
56,8.698164679342552
57,9.285733021077307
58,6.660875150060031
59,7.028775362318842
60,7.499585365853658
61,8.885802570093475
62,6.660875150060031
63,7.4133324974924735
64,8.307858320525364
65,7.588346070656086
66,9.53867647058824
67,8.307858320525364
68,7.4133324974924735
69,8.698164679342552
70,8.698164679342552
71,6.32789175257732
72,6.581241985276653
73,8.410877813504822
74,6.581241985276653
75,6.660875150060031
76,6.660875150060031
77,9.285733021077307
78,6.465668246445497
79,8.307858320525364
80,8.307858320525364
81,6.660875150060031
82,8.307858320525364
83,6.581241985276653
84,8.307858320525364
85,6.2346862745098095
86,7.021434426229504
87,7.155939226519337
88,8.307858320525364
89,8.307858320525364
90,6.581241985276653
91,8.307858320525364
92,6.936397224631393
93,6.382383763837637
94,8.885802570093475
95,8.307858320525364
96,6.660875150060031
97,8.173952380952382
98,6.456611428571423
99,6.581241985276653
100,8.307858320525364
101,6.660875150060031
102,6.581241985276653
103,9.285733021077307
104,9.200385542168675
105,8.698164679342552
106,8.307858320525364
107,8.065540419161684
108,6.660875150060031
109,6.581241985276653
110,7.4133324974924735
111,9.285733021077307
112,8.698164679342552
113,6.581241985276653
114,7.588346070656086
115,6.581241985276653
116,8.307858320525364
117,8.307858320525364
118,6.581241985276653
119,8.410877813504822
120,7.4133324974924735
121,6.581241985276653
122,8.307858320525364
123,8.307858320525364
124,8.307858320525364
125,7.588346070656086
126,6.5107352245862975
127,8.752350000000003
128,8.885802570093475
129,8.307858320525364
130,8.307858320525364
131,6.660875150060031
132,8.410877813504822
133,6.581241985276653
134,6.581241985276653
135,9.285733021077307
136,8.698164679342552
137,7.4133324974924735
138,8.307858320525364
139,7.588346070656086
140,8.752350000000003
141,7.4133324974924735
142,9.056277499999998
143,6.581241985276653
144,6.581241985276653
145,8.885802570093475
146,8.698164679342552
147,7.155939226519337
148,6.936397224631393
149,7.588346070656086
150,6.660875150060031
151,8.698164679342552
152,8.410877813504822
153,7.4133324974924735
154,8.307858320525364
155,8.307858320525364
156,6.32789175257732
157,8.885802570093475
158,6.465668246445497
159,6.660875150060031
160,8.307858320525364
161,6.581241985276653
162,8.698164679342552
163,6.509312499999997
164,7.127091428571431
165,6.660875150060031
166,8.885802570093475
167,8.09418686868687
168,6.581241985276653
169,8.307858320525364
170,7.588346070656086
171,8.307858320525364
172,8.885802570093475
173,8.307858320525364
174,8.307858320525364
175,6.936397224631393
176,6.581241985276653
177,6.581241985276653
178,7.4133324974924735
179,7.212956521739129
180,8.307858320525364
181,6.660875150060031
182,7.4133324974924735
183,7.4133324974924735
184,9.285733021077307
185,7.028775362318842
186,6.581241985276653
187,8.410877813504822
188,6.581241985276653
189,6.581241985276653
190,6.465668246445497
191,8.698164679342552
192,8.307858320525364
193,8.307858320525364
194,9.285733021077307
195,9.389144508670515
196,8.307858320525364
197,6.581241985276653
198,7.588346070656086
199,8.410877813504822
200,8.885802570093475
201,6.660875150060031
202,6.32789175257732
203,9.285733021077307
204,8.307858320525364
205,6.581241985276653
206,8.307858320525364
207,6.660875150060031
208,6.382383763837637
209,9.53867647058824
210,8.698164679342552
211,8.698164679342552
212,8.307858320525364
213,6.581241985276653
214,8.307858320525364
215,7.155939226519337
216,6.465668246445497
217,7.588346070656086
218,8.307858320525364
219,6.581241985276653
220,6.581241985276653
221,7.331115577889445
222,8.307858320525364
223,7.4133324974924735
224,6.660875150060031
225,9.056277499999998
226,6.465668246445497
227,8.698164679342552
228,6.2346862745098095
229,9.285733021077307
230,8.307858320525364
231,8.307858320525364
232,6.660875150060031
233,9.285733021077307
234,8.307858320525364
235,8.307858320525364
236,6.581241985276653
237,8.885802570093475
238,8.698164679342552
239,9.285733021077307
240,6.660875150060031
241,7.331115577889445
242,7.127091428571431
243,7.4133324974924735
244,8.698164679342552
245,6.581241985276653
246,8.065540419161684
247,8.307858320525364
248,8.307858320525364
249,6.660875150060031
250,6.660875150060031
251,7.4133324974924735
252,6.581241985276653
253,8.698164679342552
254,9.285733021077307
255,8.307858320525364
256,6.581241985276653
257,6.581241985276653
258,8.410877813504822
259,8.307858320525364
260,6.465668246445497
261,8.307858320525364
262,6.581241985276653
263,6.936397224631393
264,8.307858320525364
265,8.944777777777775
266,6.581241985276653
267,8.307858320525364
268,6.581241985276653
269,9.285733021077307
270,8.307858320525364
